productSoldId	productCode	ticketId
3892	c1	1192
3893	bf	1192
3894	ts	1193
3895	b	1193
3896	ts	1193
3897	sl3	1193
3898	sl3	1194
3899	b	1194
3900	sl2	1194
3901	mt	1195
3902	ts	1195
3903	bf	1196
3904	dk	1196
3905	wc	1197
3906	ts	1197
3907	dk	1198
3908	ts	1199
3909	c3	1199
3910	c1	1199
3911	sl2	1200
3912	s1	1200
3913	ss	1201
3914	mt	1201
3915	c2	1202
3916	b	1202
3917	ms	1203
3918	s2	1203
3919	ts	1203
3920	dk	1203
3921	d2	1203
3922	sl1	1204
3923	bf	1204
3924	ss	1204
3925	ms	1204
3926	dk	1205
3927	d2	1206
3928	mt	1206
3929	sl3	1207
3930	c1	1207
3931	wc	1207
3932	sl1	1208
3933	pt	1208
3934	s1	1208
3935	d3	1208
3936	d1	1209
3937	b	1209
3938	fl	1210
3939	d3	1210
3940	s2	1210
3941	dk	1211
3942	sl3	1211
3943	fl	1211
3944	c2	1211
3945	s1	1211
3946	b	1211
3947	pt	1212
3948	ms	1212
3949	d1	1213
3950	c1	1214
3951	wc	1214
3952	c3	1214
3953	b	1214
3954	ss	1214
3955	fl	1214
3956	d1	1215
3957	c3	1215
3958	c3	1216
3959	s2	1216
3960	d3	1217
3961	bf	1217
3962	fl	1217
3963	d2	1217
3964	ms	1217
3965	ss	1217
3966	ms	1217
3967	sl1	1218
3968	bs	1218
3969	b	1219
3970	sl2	1219
3971	s1	1219
3972	fl	1219
3973	mt	1219
3974	ts	1220
3975	ms	1220
3976	ms	1221
3977	c3	1221
3978	pt	1222
3979	sl1	1223
3980	d1	1223
3981	dk	1224
3982	pt	1225
3983	c3	1225
3984	d2	1226
3985	dk	1227
3986	s2	1227
3987	sl1	1228
3988	sl3	1229
3989	wc	1229
3990	ss	1229
3991	bf	1229
3992	s1	1229
3993	d3	1230
3994	d1	1231
3995	pt	1232
3996	fl	1232
3997	ms	1233
3998	dk	1233
3999	sl2	1233
4000	d1	1234
4001	d3	1234
4002	s1	1235
4003	c3	1235
4004	sl1	1236
4005	c1	1236
4006	ts	1237
4007	ms	1237
4008	s1	1238
4009	s1	1238
4010	ss	1239
4011	ss	1239
4012	wc	1240
4013	s1	1240
4014	ts	1240
4015	mt	1241
4016	d3	1241
4017	ts	1241
4018	c3	1241
4019	dk	1241
4020	d2	1242
4021	s2	1242
4022	dk	1242
4023	dk	1242
4024	pt	1242
4025	ms	1243
4026	c2	1243
4027	sl1	1244
4028	ts	1244
4029	fl	1244
4030	sl1	1244
4031	sl3	1245
4032	bf	1245
4033	sl1	1246
4034	pt	1246
4035	bs	1246
4036	d1	1246
4037	b	1247
4038	d1	1247
4039	pt	1248
4040	pt	1248
4041	mt	1249
4042	pt	1249
4043	d3	1250
4044	ms	1250
4045	sl1	1251
4046	ss	1251
4047	sl3	1252
4048	sl1	1252
4049	sl2	1253
4050	ms	1253
4051	ms	1254
4052	d3	1254
4053	b	1254
4054	d2	1254
4055	pt	1254
4056	b	1254
4057	pt	1254
4058	d2	1255
4059	dk	1255
4060	bs	1255
4061	sl1	1256
4062	bs	1256
4063	d2	1257
4064	d3	1257
4065	sl3	1257
4066	d3	1257
4067	sl3	1257
4068	sl1	1258
4069	s1	1258
4070	pt	1259
4071	c1	1259
4072	ms	1259
4073	sl1	1259
4074	fl	1259
4075	wc	1259
4076	sl2	1260
4077	sl2	1261
4078	fl	1261
4079	fl	1261
4080	b	1261
4081	c3	1261
4082	sl1	1262
4083	d3	1262
4084	mt	1262
4085	dk	1262
4086	ts	1262
4087	fl	1263
4088	bf	1263
4089	c2	1263
4090	fl	1263
4091	s2	1263
4092	ss	1264
4093	d1	1264
4094	sl3	1265
4095	s2	1265
4096	d3	1266
4097	sl1	1266
4098	s1	1267
4099	c3	1267
4100	sl1	1267
4101	sl2	1267
4102	dk	1267
4103	d2	1267
4104	ms	1267
4105	bs	1267
4106	pt	1267
4107	c2	1268
4108	ss	1268
4109	c2	1269
4110	pt	1269
4111	c1	1269
4112	dk	1270
4113	d3	1270
4114	c2	1270
4115	d2	1270
4116	sl1	1271
4117	ms	1271
4118	sl2	1271
4119	d1	1271
4120	d3	1271
4121	bs	1271
4122	sl2	1272
4123	bf	1272
4124	ss	1272
4125	bs	1272
4126	sl2	1272
4127	wc	1272
4128	ss	1272
4129	mt	1272
4130	dk	1272
4131	c1	1272
4132	sl3	1272
4133	c1	1272
4134	bf	1272
4135	pt	1272
4136	c1	1272
4137	sl2	1272
4138	dk	1273
4139	bs	1274
4140	c3	1274
4141	dk	1274
4142	s2	1274
4143	sl2	1274
4144	sl3	1274
4145	mt	1274
4146	sl2	1274
4147	dk	1275
4148	bs	1275
4149	c3	1275
4150	s1	1275
4151	fl	1275
4152	sl3	1275
4153	d1	1275
4154	ms	1275
4155	ts	1275
4156	wc	1276
4157	fl	1276
4158	s1	1276
4159	wc	1277
4160	sl2	1277
4161	c1	1278
4162	b	1278
4163	ss	1278
4164	fl	1278
4165	sl3	1279
4166	sl3	1279
4167	ss	1280
4168	wc	1280
4169	b	1280
4170	ms	1280
4171	c3	1280
4172	d2	1280
4173	ts	1280
4174	d1	1281
4175	mt	1281
4176	dk	1281
4177	sl1	1281
4178	d1	1282
4179	c3	1282
4182	c3	1284
4183	sl1	1284
4184	d2	1285
4185	sl1	1285
4186	sl1	1286
4187	c3	1287
4188	sl3	1288
4189	d2	1288
4190	sl1	1289
4191	sl3	1289
4192	sl1	1290
4193	sl2	1290
4194	dk	1291
4195	c1	1291
4196	d1	1292
4197	d1	1293
4198	d2	1294
4199	c2	1295
4200	dk	1295
4201	c3	1296
4202	c1	1297
4203	d3	1298
4204	dk	1298
4205	d2	1299
4206	d3	1299
4207	d2	1300
4208	d2	1301
4209	c1	1301
4210	sl1	1302
4211	sl3	1302
4212	sl2	1303
4213	c3	1303
4214	c1	1304
4215	bf	1304
4216	bf	1305
4217	c2	1306
4218	c2	1307
4219	d1	1307
4220	sl2	1308
4221	d1	1309
4222	sl1	1309
4223	sl1	1310
4224	bf	1310
4225	sl1	1311
4226	dk	1311
4227	d1	1312
4228	dk	1312
4229	c3	1313
4230	d3	1314
4231	d3	1315
4232	d1	1315
4233	d2	1316
4234	d1	1316
4235	sl2	1317
4236	d3	1318
4237	sl2	1318
4238	bf	1319
4239	d2	1319
4240	sl3	1320
4241	d2	1320
4242	bf	1321
4243	d3	1321
4244	ts	1322
4245	s1	1322
4246	s1	1323
4247	fl	1324
4248	ss	1325
4249	dk	1325
4250	s1	1326
4251	d1	1326
4252	sl3	1327
4253	dk	1327
4254	sl3	1328
4255	s2	1329
4256	pt	1329
4257	d2	1330
4258	d1	1330
4259	b	1331
4260	s2	1331
4261	pt	1332
4262	ts	1332
4263	sl1	1333
4264	c1	1333
4265	pt	1334
4266	b	1335
4267	d1	1335
4268	d1	1336
4269	d2	1337
4270	dk	1337
4271	mt	1337
4272	ss	1338
4273	pt	1338
4274	dk	1339
4275	ss	1340
4276	ss	1340
4277	fl	1341
4278	d1	1341
4279	ss	1342
4280	ts	1342
4281	d1	1343
4282	ms	1344
4283	sl1	1344
4284	d3	1345
4285	sl3	1345
4286	c1	1346
4287	ss	1346
4288	ss	1347
4289	c2	1347
4290	sl3	1348
4291	ss	1349
4292	ms	1350
4293	d1	1350
4294	b	1351
4295	pt	1352
4296	d2	1352
4297	c1	1353
4298	bf	1353
4299	bs	1354
4300	fl	1355
4301	fl	1355
4302	pt	1356
4303	s2	1357
4304	c1	1358
4305	c3	1358
4306	c3	1359
4307	ss	1359
4308	sl3	1360
4309	mt	1361
4310	ts	1362
4311	sl2	1362
4312	ss	1363
4313	ss	1363
4314	sl2	1364
4315	dk	1364
4316	d1	1365
4317	ts	1366
4318	pt	1366
4319	mt	1367
4320	wc	1368
4321	bf	1368
4322	ms	1369
4323	dk	1370
4324	d2	1370
4325	ms	1371
4326	s1	1371
4327	c1	1372
4328	c1	1373
4329	ts	1373
4330	bs	1374
4331	c2	1375
4332	sl1	1375
4333	sl3	1376
4334	wc	1376
4335	s1	1377
4336	s2	1378
4337	c3	1378
4338	bf	1379
4339	pt	1379
4340	c1	1380
4341	ts	1380
4342	d2	1381
4343	fl	1382
4344	b	1382
4345	bf	1383
4346	wc	1383
4347	bs	1384
4348	sl3	1384
4349	wc	1385
4350	d2	1386
4351	bs	1387
4352	s2	1387
4353	ms	1388
4354	sl2	1388
4355	s1	1389
4356	c2	1389
4357	d3	1390
4358	c2	1390
4359	sl1	1391
4360	c1	1391
4361	d3	1392
4362	d3	1392
4363	mt	1393
4364	sl2	1393
4365	ss	1394
4366	pt	1394
4367	d1	1395
4368	bs	1396
4369	b	1396
4370	s2	1397
4371	sl1	1397
4372	ms	1397
4373	bf	1398
4374	mt	1398
4375	sl2	1399
4376	sl3	1399
4377	d3	1400
4378	s1	1400
4379	bs	1401
4380	c1	1401
4381	fl	1402
4382	c1	1402
4383	dk	1403
4384	d1	1403
4385	ms	1404
4386	sl2	1404
4387	d2	1405
4388	ms	1406
4389	c2	1406
4390	d3	1407
4391	sl1	1407
4392	c2	1408
4393	pt	1408
4394	bs	1408
4395	sl2	1409
4396	d2	1409
4397	pt	1410
4398	mt	1410
4399	c3	1411
4400	s2	1411
4401	c1	1412
4402	d2	1412
4403	mt	1413
4404	ss	1414
4405	sl1	1414
4406	s2	1415
4407	c2	1415
4408	d2	1416
4409	c2	1417
4410	c3	1417
4411	s2	1418
4412	c2	1418
4413	ms	1419
4414	wc	1420
4415	s2	1421
4416	d3	1421
4417	c1	1422
4418	ms	1422
4419	sl2	1423
4420	wc	1423
4421	s2	1424
4422	s2	1425
4423	c3	1425
4424	d3	1426
4425	c3	1426
4426	ms	1427
4427	mt	1427
4428	d3	1428
4429	sl3	1428
4430	b	1429
4431	ts	1429
4432	fl	1430
4433	d1	1430
4434	ss	1431
4435	sl1	1431
4436	sl2	1432
4437	bs	1432
4438	d3	1433
4439	s2	1433
4440	ss	1434
4441	wc	1434
4442	c3	1435
4443	b	1435
4444	c2	1436
4445	c2	1437
4446	mt	1437
4447	mt	1438
4448	sl2	1438
4449	d1	1439
4450	d3	1439
4451	sl1	1440
4452	c3	1440
4453	sl2	1441
4454	pt	1442
4455	pt	1443
4456	s2	1443
4457	b	1444
4458	bs	1444
4459	s2	1445
4460	sl1	1445
4461	d2	1446
4462	fl	1447
4463	b	1448
4464	c3	1449
4465	c3	1450
4466	pt	1450
4467	fl	1451
4468	dk	1452
4469	bf	1452
4470	bf	1453
4471	mt	1454
4472	s2	1454
4473	dk	1455
4474	sl2	1456
4475	ss	1457
4476	d2	1457
4477	s1	1458
4478	sl1	1458
4479	s2	1459
4480	ss	1460
4481	c2	1460
4482	sl1	1461
4483	bs	1461
4484	sl2	1462
4485	s2	1462
4486	c1	1463
4487	d2	1463
4488	d1	1464
4489	ss	1464
4490	sl2	1465
4491	bf	1466
4492	s1	1467
4493	sl2	1467
4494	wc	1468
4495	ss	1468
4496	c3	1469
4497	d2	1469
4498	c1	1470
4499	sl3	1471
4500	wc	1472
4501	mt	1472
4502	ms	1473
4503	d1	1474
4504	ts	1474
4505	bs	1475
4506	b	1476
4507	c2	1476
4508	c1	1477
4509	ss	1478
4510	ms	1478
4511	d3	1479
4512	sl3	1480
4513	sl1	1481
4514	d2	1482
4515	ss	1482
4516	bf	1483
4517	sl3	1484
4518	sl3	1485
4519	sl2	1485
4520	fl	1486
4521	s2	1486
4522	c1	1487
4523	wc	1487
4524	c3	1488
4525	s1	1488
4526	b	1489
4527	fl	1489
4528	c1	1490
4529	mt	1490
4530	d1	1491
4531	c1	1492
4532	bf	1492
4533	ss	1493
4534	d3	1493
4535	c1	1494
4536	sl3	1494
4537	c3	1495
4538	pt	1495
4539	sl2	1496
4540	d1	1496
4541	d1	1496
4542	sl1	1497
4543	mt	1497
4544	b	1498
4545	sl3	1498
4546	c3	1499
4547	s1	1499
4548	s1	1500
4549	s2	1501
4550	ts	1501
4551	bs	1502
4552	sl2	1503
4553	mt	1504
4554	b	1504
4555	bs	1505
4556	wc	1506
4557	s1	1506
4558	c1	1507
4559	b	1507
4560	mt	1508
4561	fl	1509
4562	b	1510
4563	mt	1511
4564	sl3	1512
4565	dk	1512
4566	d1	1513
4567	s1	1514
4568	bs	1515
4569	ss	1516
4570	wc	1516
4571	dk	1517
4572	s1	1517
4573	bf	1518
4574	c2	1518
4575	d1	1519
4576	bs	1520
4577	d1	1521
4578	b	1521
4579	pt	1522
4580	ss	1523
4581	ts	1523
4582	d1	1524
4583	d2	1525
4584	ts	1525
4585	pt	1526
4586	dk	1526
4587	fl	1527
4588	d2	1527
4589	ms	1528
4590	pt	1528
4591	bs	1529
4592	fl	1530
4593	dk	1531
4594	wc	1531
4595	d2	1532
4596	d3	1532
4597	ts	1533
4598	ms	1533
4599	c1	1534
4600	c3	1535
4601	pt	1535
4602	c1	1536
4603	pt	1536
4604	wc	1537
4605	d3	1537
4606	d2	1538
4607	dk	1538
4608	d1	1539
4609	ss	1539
4610	d3	1540
4611	ts	1541
4612	c1	1542
4613	sl2	1543
4614	ss	1544
4615	ms	1544
4616	s1	1545
4617	ms	1545
4618	wc	1546
4619	d3	1546
4620	mt	1547
4621	bf	1547
4622	sl2	1548
4623	ts	1549
4624	ss	1549
4625	c3	1550
4626	d1	1551
4627	ss	1551
4628	c3	1552
4629	bf	1553
4630	bs	1553
4631	c3	1554
4632	d1	1554
4633	ms	1555
4634	mt	1556
4635	wc	1557
4636	c3	1557
4637	ms	1558
4638	mt	1558
4639	ms	1559
4640	fl	1559
4641	bs	1559
4642	ss	1560
4643	b	1560
4644	d2	1560
4645	c1	1561
4646	sl1	1561
4647	b	1562
4648	c3	1562
4649	mt	1563
4650	c2	1563
4651	d1	1564
4652	sl2	1564
4653	d3	1565
4654	c3	1565
4655	sl3	1566
4656	ss	1566
4657	dk	1567
4658	ts	1567
4659	fl	1568
4660	wc	1568
4661	mt	1569
4662	d2	1569
4663	d3	1570
4664	sl1	1571
4665	sl2	1571
4666	d1	1572
4667	b	1572
4668	b	1573
4669	dk	1573
4670	d1	1574
4671	dk	1574
4672	ms	1575
4673	wc	1575
4674	d3	1576
4675	sl2	1576
4676	d1	1577
4677	mt	1577
4678	bf	1578
4679	bs	1579
4680	wc	1579
4681	mt	1580
4682	d2	1580
4683	bs	1581
4684	b	1581
4685	sl3	1582
4686	c3	1583
4687	d3	1583
4688	sl2	1584
4689	mt	1585
4690	ss	1586
4691	ts	1587
4692	sl2	1587
4693	c3	1588
4694	pt	1589
4695	bs	1589
4696	fl	1590
4697	mt	1591
4698	d3	1591
4699	b	1592
4700	sl3	1593
4701	ss	1594
4702	bs	1594
4703	fl	1595
4709	s2	1598
4710	d2	1598
4711	ts	1599
4712	wc	1599
4713	sl3	1600
4714	sl1	1600
4715	c3	1601
4716	c3	1601
4717	wc	1602
4718	d2	1602
4719	mt	1603
4720	ts	1603
4721	d2	1604
4722	c2	1605
4723	ss	1606
4724	sl2	1606
4725	d3	1607
4726	d3	1608
4727	c3	1608
4728	ts	1608
4729	b	1609
4730	ms	1609
4731	sl3	1610
4732	s1	1610
4733	c1	1611
4734	dk	1611
4735	c1	1612
4736	mt	1612
4737	c2	1613
4738	fl	1613
4739	d1	1614
4740	ts	1615
4741	d1	1616
4742	sl3	1616
4743	s1	1617
4744	d1	1618
4745	d1	1619
4746	sl2	1619
4747	s2	1620
4748	c3	1620
4749	c1	1621
4750	ss	1621
4751	sl2	1622
4752	sl1	1623
4753	c2	1623
4754	ms	1624
4755	dk	1624
4756	sl2	1625
4757	fl	1626
4758	sl1	1626
4759	ts	1627
4760	pt	1627
4761	b	1628
4762	ss	1629
4763	s2	1629
4764	pt	1630
4765	sl3	1630
4766	s2	1631
4767	sl2	1632
4768	b	1632
4769	c3	1633
4770	c1	1634
4771	d2	1635
4772	d3	1636
4773	c2	1636
4774	d2	1637
4775	d2	1637
4776	fl	1638
4777	bs	1638
4778	s2	1639
4779	d3	1640
4780	dk	1640
4781	sl2	1641
4782	d2	1641
4783	wc	1642
4784	sl3	1642
4785	d2	1643
4786	ts	1643
4787	sl1	1644
4788	fl	1645
4789	pt	1645
4790	d1	1645
4791	d1	1646
4792	mt	1647
4793	pt	1647
4794	bf	1648
4795	s1	1648
4796	fl	1649
4797	d2	1649
4798	bf	1650
4799	d3	1651
4800	d2	1651
4801	b	1651
4802	sl3	1652
4803	d2	1652
4804	pt	1653
4805	d2	1653
4806	dk	1654
4807	d2	1654
4808	c3	1655
4809	ts	1655
4810	sl1	1656
4811	pt	1656
4812	sl3	1657
4813	c1	1657
4814	bs	1658
4815	dk	1658
4816	d1	1659
4817	dk	1659
4818	dk	1660
4819	pt	1661
4820	ts	1661
4821	d1	1662
4822	c1	1663
4823	pt	1663
4824	d2	1664
4825	fl	1664
4826	ss	1665
4827	c1	1666
4828	sl1	1666
4829	c2	1667
4830	wc	1668
4831	pt	1668
4832	s1	1669
4833	d2	1669
4834	d1	1670
4835	pt	1671
4836	c3	1671
4837	s2	1672
4838	ss	1673
4839	s2	1673
4840	bs	1674
4841	c1	1675
4842	sl1	1675
4843	bf	1676
4844	c3	1677
4845	bf	1677
4846	sl3	1678
4847	mt	1678
4848	fl	1679
4849	s1	1679
4850	c1	1680
4851	sl3	1681
4852	d3	1681
4853	bf	1682
4854	mt	1682
4855	ss	1683
4856	s1	1683
4857	pt	1684
4858	sl2	1685
4859	bs	1686
4860	ms	1687
4861	s1	1688
4862	ss	1689
4863	bf	1689
4864	b	1690
4865	s2	1691
4866	s2	1691
4867	d2	1692
4868	pt	1693
4869	dk	1693
4870	ts	1694
4871	ss	1695
4872	fl	1696
4873	s2	1696
4874	sl3	1697
4875	bs	1697
4876	d2	1698
4877	d3	1699
4878	c1	1700
4879	wc	1700
4880	dk	1701
4881	sl1	1702
4882	fl	1702
4883	ts	1703
4884	sl1	1703
4885	c3	1704
4886	ss	1704
4887	d3	1705
4888	ts	1706
4889	ts	1706
4890	fl	1707
4891	sl1	1708
4892	bf	1709
4893	ms	1709
4894	ms	1710
4895	ms	1711
4896	wc	1711
4897	c1	1712
4898	d3	1713
4899	d1	1714
4900	s1	1714
4901	sl1	1715
4902	sl2	1715
4903	pt	1716
4904	d2	1716
4905	sl3	1717
4906	c3	1718
4907	c1	1718
4908	mt	1719
4909	sl1	1719
4910	ts	1720
4911	dk	1720
4912	pt	1721
4913	c3	1721
4914	ms	1722
4915	b	1723
4916	b	1723
4917	c3	1724
4918	dk	1724
4919	c1	1725
4920	mt	1726
4921	fl	1726
4922	pt	1727
4923	fl	1727
4924	dk	1728
4925	wc	1728
4926	c1	1729
4927	s1	1729
4928	sl2	1730
4929	d3	1730
4930	d2	1731
4931	pt	1731
4932	sl3	1732
4933	c2	1732
4934	s1	1733
4935	d3	1733
4936	s2	1734
4937	sl2	1734
4938	c2	1735
4939	s2	1735
4940	fl	1736
4941	c2	1737
4942	ss	1737
4943	c2	1738
4944	c3	1738
4945	ss	1739
4946	sl3	1740
4947	sl3	1740
4948	c2	1741
4949	d2	1741
4950	mt	1742
4951	c3	1743
4952	d1	1744
4953	c2	1744
4954	d3	1745
4955	b	1745
4956	dk	1746
4957	sl2	1747
4958	c1	1747
4959	sl3	1748
4960	ss	1748
4961	d1	1749
4962	s2	1749
4963	d3	1750
4964	ts	1750
4965	c2	1751
4966	sl1	1751
4967	sl3	1752
4968	pt	1753
4969	fl	1754
4970	c3	1755
4971	ts	1756
4972	d1	1756
4973	sl1	1757
4974	sl1	1757
4975	dk	1758
4976	b	1758
4977	c1	1759
4978	b	1759
4979	wc	1760
4980	d1	1760
4981	b	1761
4982	ss	1761
4983	s2	1762
4984	d2	1762
4985	s1	1763
4986	c1	1764
4987	fl	1765
4988	sl2	1766
4989	d3	1766
4990	fl	1766
4991	c3	1767
4992	fl	1767
4993	ts	1768
4994	c1	1768
4995	pt	1769
4996	bs	1770
4997	b	1771
4998	c3	1772
4999	sl2	1773
5000	sl1	1774
5001	pt	1774
5002	ms	1775
5003	ms	1776
5004	c2	1777
5005	dk	1777
5006	d3	1778
5007	wc	1778
5008	c1	1779
5009	sl3	1779
5010	ts	1780
5011	mt	1780
5012	c1	1781
5013	c2	1781
5014	ms	1782
5015	d2	1783
5016	c1	1783
5017	wc	1784
5018	ts	1784
5019	pt	1785
5020	b	1786
5021	sl2	1787
5022	ss	1787
5023	s2	1788
5024	c2	1788
5025	c3	1789
5026	d3	1789
5027	ms	1790
5028	d1	1791
5029	s2	1791
5030	mt	1792
5031	d1	1793
5032	c3	1794
5033	d2	1794
5034	ts	1795
5035	c1	1796
5036	ms	1796
5037	ss	1797
5038	c3	1797
5039	sl1	1798
5040	c3	1799
5041	c1	1799
5042	c3	1800
5043	d3	1801
5044	bs	1801
5045	s1	1802
5046	bs	1803
5047	wc	1803
5048	d3	1804
5049	fl	1804
5050	bf	1805
5051	wc	1805
5052	ms	1806
5053	s2	1806
5054	sl1	1807
5055	s2	1807
5056	sl1	1808
5057	c3	1808
5058	sl2	1809
5059	bs	1810
5060	d2	1810
5061	wc	1811
5062	b	1812
5063	ss	1813
5064	ss	1814
5065	s2	1814
5066	ms	1815
5067	s2	1815
5068	s1	1816
5069	c1	1816
5070	s1	1816
5071	c1	1817
5072	bs	1818
5073	b	1818
5074	ms	1819
5075	s2	1820
5076	s1	1820
5077	c1	1821
5078	pt	1822
5079	d1	1822
5080	d1	1823
5081	c1	1824
5082	pt	1824
5083	d3	1825
5084	ts	1825
5085	bs	1826
5086	bs	1826
5087	sl2	1827
5088	b	1827
5089	dk	1828
5090	ms	1828
5091	c3	1829
5092	s1	1829
5093	b	1830
5094	b	1831
5095	mt	1832
5096	c3	1832
5097	ss	1833
5098	mt	1833
5099	mt	1834
5100	sl3	1835
5101	fl	1835
5102	d2	1836
5103	sl2	1837
5104	sl2	1838
5105	pt	1838
5106	d2	1839
5107	d2	1839
5108	d2	1840
5109	c1	1840
5110	pt	1841
5111	c3	1842
5112	d1	1842
5113	c1	1843
5114	sl1	1843
5115	bf	1844
5116	sl1	1844
5117	sl1	1845
5118	sl2	1845
5119	mt	1846
5120	ts	1847
5121	sl3	1847
5122	c2	1848
5123	c3	1848
5124	sl1	1849
5125	pt	1850
5126	ts	1851
5127	ss	1851
5128	fl	1852
5129	sl2	1852
5130	sl3	1853
5131	c3	1853
5132	fl	1854
5133	bs	1855
5134	d1	1856
5135	c2	1856
5136	ss	1857
5137	sl3	1858
5138	bf	1858
5139	fl	1859
5140	d1	1859
5141	ss	1860
5142	sl1	1860
5143	b	1861
5144	wc	1861
5145	ss	1862
5146	sl3	1862
5147	bf	1863
5148	s1	1863
5149	d3	1864
5150	sl1	1865
5151	wc	1866
5152	sl1	1867
5153	sl3	1867
5154	d1	1868
5155	sl3	1869
5156	sl1	1869
5157	b	1870
5158	c1	1871
5159	ts	1872
5160	bs	1872
5161	dk	1873
5162	sl1	1874
5163	bs	1874
5164	c3	1875
5165	c1	1875
5166	c2	1876
5167	mt	1876
5168	ss	1877
5169	pt	1878
5170	c2	1879
5171	wc	1879
5172	fl	1880
5173	sl3	1880
5174	fl	1881
5175	mt	1881
5176	ts	1882
5177	wc	1882
5178	dk	1883
5179	c3	1884
5180	bs	1884
5181	b	1885
5182	ss	1886
5183	wc	1887
5184	c2	1887
5185	d1	1888
5186	ss	1889
5187	ms	1889
5188	dk	1890
5189	s2	1891
5190	sl3	1892
5191	dk	1892
5192	ms	1893
5193	bs	1894
5194	c3	1895
5195	fl	1896
5196	d1	1896
5197	dk	1897
5198	s2	1897
5199	d1	1898
5200	sl3	1899
5201	pt	1899
5202	pt	1900
5203	c2	1901
5204	c2	1901
5205	ts	1902
5206	fl	1902
5207	ts	1903
5208	s1	1904
5209	sl2	1904
5210	sl2	1905
5211	c2	1905
5212	b	1906
5213	sl1	1906
5214	c1	1907
5215	s1	1907
5216	sl3	1908
5217	bf	1908
5218	b	1909
5219	dk	1909
5220	c2	1910
5221	pt	1910
5222	ts	1911
5223	sl2	1912
5224	s2	1913
5225	sl3	1914
5226	mt	1915
5227	fl	1915
5228	mt	1916
5229	sl1	1917
5230	b	1918
5231	sl1	1919
5232	c1	1919
5233	c3	1920
5234	ms	1921
5235	sl3	1921
5236	b	1922
5237	mt	1922
5238	sl3	1923
5239	sl2	1923
5240	ts	1924
5241	d2	1924
5242	d2	1925
5243	ss	1926
5244	mt	1926
5245	dk	1927
5246	pt	1928
5247	dk	1928
5248	ss	1929
5249	c3	1929
5250	pt	1929
5251	pt	1930
5252	ss	1930
5253	bf	1931
5254	pt	1931
5255	sl1	1932
5256	bs	1932
5257	c2	1933
5258	s1	1933
5259	ms	1934
5260	d2	1934
5261	bs	1935
5262	pt	1935
5263	ms	1936
5264	pt	1937
5265	ts	1938
5266	ms	1938
5267	c1	1939
5268	c2	1939
5269	wc	1940
5270	d3	1940
5271	sl3	1941
5272	b	1942
5273	sl2	1943
5274	wc	1944
5275	c2	1944
5276	sl1	1945
5277	b	1945
5278	d3	1946
5279	s2	1946
5280	bs	1947
5281	ms	1947
5282	d3	1947
5283	sl1	1948
5284	s2	1949
5285	b	1949
5286	d3	1950
5287	sl2	1950
5288	b	1951
5289	sl2	1951
5290	s2	1952
5291	sl3	1953
5292	pt	1954
5293	sl1	1954
5294	c3	1955
5295	b	1955
5296	c1	1956
5297	d2	1957
5298	c3	1957
5299	d2	1958
5300	b	1958
5301	b	1959
5302	sl2	1960
5303	d3	1960
5304	ms	1961
5305	d2	1961
5306	d1	1962
5307	sl1	1962
5308	bf	1963
5309	c1	1963
5310	wc	1964
5311	ss	1964
5312	ms	1965
5313	dk	1966
5314	b	1966
5315	ts	1967
5316	s1	1967
5317	bf	1968
5318	dk	1968
5319	wc	1969
5320	bs	1970
5321	ms	1971
5322	sl3	1972
5323	fl	1972
5324	bs	1973
5325	sl3	1973
5326	sl1	1974
5327	ts	1974
5328	c3	1975
5329	d2	1975
5330	c1	1976
5331	sl1	1977
5332	bf	1978
5333	dk	1978
5334	c2	1979
5335	d3	1980
5336	d3	1980
5337	sl1	1981
5338	sl1	1981
5339	c3	1982
5340	c2	1982
5341	ts	1982
5342	pt	1983
5343	s1	1983
5344	dk	1983
5356	d2	1987
5357	sl1	1987
5358	pt	1988
5359	c2	1988
5360	dk	1989
5361	ms	1989
5362	bs	1989
5363	sl3	1989
5364	bf	1990
5365	bs	1990
5366	bs	1990
5367	bs	1991
5368	c3	1992
5369	ss	1992
5370	c3	1993
5371	s2	1993
5372	b	1993
5373	bf	1994
5374	ss	1994
5375	b	1994
5376	bs	1995
5377	mt	1995
5378	s2	1996
5379	c2	1997
5380	d1	1997
5381	sl1	1998
5382	bs	1999
5383	c1	2000
5384	b	2000
5385	wc	2000
5386	s2	2000
5387	bs	2001
5388	sl3	2001
5389	mt	2002
5390	c3	2003
5391	d1	2003
5392	wc	2004
5393	dk	2004
5394	c1	2005
5395	ms	2005
5396	ts	2005
5397	ts	2005
5398	bf	2005
5399	d3	2005
5400	b	2006
5401	d2	2006
5402	ts	2007
5403	sl1	2008
5404	mt	2008
5405	ts	2009
5406	sl1	2009
5407	d1	2009
5408	c2	2010
5409	ts	2011
5410	s1	2011
5411	b	2012
5412	bf	2012
5413	pt	2013
5414	bs	2013
5415	sl3	2014
5416	d1	2014
5417	s2	2014
5418	d3	2015
5419	pt	2015
5420	c3	2016
5421	ts	2016
5422	wc	2016
5423	ms	2016
5424	s2	2017
5425	bf	2017
5426	sl3	2018
5427	c2	2019
5428	sl1	2019
5429	ts	2019
5430	c2	2020
5431	pt	2020
5432	s1	2020
5433	ss	2021
5434	sl3	2021
5435	ms	2021
5436	c3	2022
5437	mt	2023
5438	bs	2023
5439	dk	2023
5440	b	2023
5441	d2	2023
5442	bs	2024
5443	ss	2024
5444	s1	2025
